nome,cpf,idade,data,endereco,bairro,estado
Srta. Laís Farias,843.***.*** - 03,0.0,2017-01-09,"quadra de siqueira, 63
bairro das indústrias ii
11334-743 mendes / pr",bairro das indústrias ii,PR
Elisa Vargas,814.***.*** - 06,0.0,2018-04-12,"condomínio otto fogaça, 83
vila boa vista
06411989 duarte / ac",vila boa vista,AC
Sra. Maria Julia Da Rocha,897.***.*** - 82,0.0,2013-06-12,"avenida fogaça, 250
itapoa
04174004 moraes paulista / ap",itapoa,AP
,041.***.*** - 15,0.0,2009-06-20,"trevo brito, 49
vila jardim alvorada
89292-302 mendonça / ma",vila jardim alvorada,MA
Theo Souza,681.***.*** - 77,0.0,2007-06-11,"estrada freitas, 75
boa viagem
42171910 vargas de barbosa / ba",boa viagem,BA
Clara Almeida,024.***.*** - 94,0.0,2008-03-18,"área rezende, 92
novo aarão reis
86609623 siqueira / rj",novo aarão reis,RJ
Rebeca Oliveira,712.***.*** - 32,0.0,2018-01-15,"esplanada zoe da cunha, 10
conjunto lagoa
27456415 vargas / to",conjunto lagoa,TO
,430.***.*** - 98,0.0,2019-04-09,"recanto de sá, 18
vila maloca
09346-643 freitas / sp",vila maloca,SP
Lorena Cunha,546.***.*** - 09,-1.0,2013-12-30,"núcleo ravi lucca da cunha, 92
floramar
92179846 cirino / al",floramar,AL
Dr. Carlos Eduardo Monteiro,048.***.*** - 97,-1.0,2016-09-16,"chácara stella pacheco, 1
urca
15630-681 guerra do norte / mt",urca,MT
,647.***.*** - 82,0.0,,Endereço inválido,Desconhecido,Desconhecido
Mariane Caldeira,897.***.*** - 58,0.0,2014-05-14,"trevo evelyn casa grande
calafate
95450-515 silveira / sp",calafate,SP
Jade Barbosa,648.***.*** - 31,0.0,2010-08-02,"estrada de cunha
eymard
09728338 nogueira / ce",eymard,CE
Sra. Natália Jesus,721.***.*** - 30,-1.0,2012-12-09,"sítio emanuella sousa, 39
são tomaz
37720-636 lima da praia / ac",são tomaz,AC
Lunna Azevedo,124.***.*** - 69,-1.0,2011-09-24,"condomínio alice castro
santa helena
30329780 duarte do sul / sc",santa helena,SC
Maria Helena Novaes,451.***.*** - 33,0.0,2011-06-18,Desconhecido,vila independencia 3ª seção,AC
Lorena Duarte,217.***.*** - 04,0.0,2016-02-08,"área de jesus, 35
embaúbas
45444-913 câmara de minas / ma",embaúbas,MA
Cecília Santos,895.***.*** - 38,0.0,2009-02-03,"núcleo laura aragão, 377
vila de sá
06514-790 pires / rr",vila de sá,RR
Dr. Matheus Casa Grande,345.***.*** - 52,0.0,2013-07-15,"sítio miguel pimenta, 85
nossa senhora de fátima
28309914 andrade / rj",nossa senhora de fátima,RJ
Srta. Eduarda Guerra,986.***.*** - 47,0.0,2014-02-11,"jardim evelyn da rosa, 94
vila são francisco
59607032 nascimento / rs",vila são francisco,RS
Zoe Brito,047.***.*** - 66,0.0,2009-06-22,"praça mariah pinto, 86
vila são paulo
50658847 cirino / pe",vila são paulo,PE
Valentina Ribeiro,123.***.*** - 42,0.0,,"chácara cavalcante, 11
vila coqueiral
63108-432 pinto grande / ms",vila coqueiral,MS
Srta. Julia Jesus,891.***.*** - 91,0.0,2010-07-26,"área de cardoso, 48
nova america
52078815 lima das pedras / pa",nova america,PA
Allana Cassiano,365.***.*** - 19,0.0,2019-01-12,"esplanada de pinto, 26
vila pilar
71567-150 andrade do norte / sc",vila pilar,SC
Ana Clara Nascimento,972.***.*** - 32,0.0,2005-05-13,Desconhecido,vila madre gertrudes 1ª seção,BA
Léo Moura,852.***.*** - 73,0.0,2009-03-10,"chácara de oliveira, 712
maria helena
98893098 machado / sp",maria helena,SP
Vitória Borges,132.***.*** - 80,0.0,2010-01-12,"praia de dias, 3
frei leopoldo
82915234 guerra do sul / pe",frei leopoldo,PE
Maria Sophia Castro,257.***.*** - 77,0.0,2016-01-23,"chácara da rocha, 347
mantiqueira
84945386 peixoto do oeste / rn",mantiqueira,RN
Luiz Gustavo Novaes,907.***.*** - 31,-1.0,2004-11-13,"recanto camila cavalcanti
unidas
95539-919 da mota / am",unidas,AM
Natália Viana,405.***.*** - 15,0.0,2011-06-30,"aeroporto de rodrigues, 75
indaiá
58974655 teixeira / df",indaiá,DF
Anna Liz Lopes,893.***.*** - 93,0.0,2007-02-11,"rua da rosa, 87
vista alegre
86074476 abreu / mt",vista alegre,MT
Pedro Lucas Cavalcanti,415.***.*** - 42,0.0,2015-06-28,"viaduto silveira, 6
barão homem de melo 3ª seção
79579178 pires / df",barão homem de melo 3ª seção,DF
Srta. Mariana Pacheco,847.***.*** - 50,0.0,2011-07-21,"residencial da luz, 22
santa monica
95820-569 souza de sales / ma",santa monica,MA
Guilherme Rezende,013.***.*** - 23,0.0,2011-08-31,"lagoa de ribeiro, 77
bonfim
41952-140 aragão / pa",bonfim,PA
Jade Nascimento,684.***.*** - 53,-1.0,2017-09-11,"vila de da cruz, 3
vila maria
52020711 novais do sul / ms",vila maria,MS
Rael Fernandes,685.***.*** - 38,0.0,2006-05-03,"vereda caleb freitas, 639
são bento
68175492 da luz das pedras / pe",são bento,PE
,708.***.*** - 76,0.0,2015-04-02,"via henry gabriel gomes, 98
corumbiara
37684-554 gonçalves / ap",corumbiara,AP
Murilo Brito,061.***.*** - 75,-1.0,2015-11-08,"viaduto de da paz, 212
alpes
78618610 pereira grande / ro",alpes,RO
Maria Julia Sousa,547.***.*** - 92,0.0,2011-04-23,"feira cavalcante, 9
barroca
58467-912 da luz da mata / ac",barroca,AC
Oliver Costela,432.***.*** - 24,0.0,2012-02-05,Desconhecido,bairro das indústrias ii,PA
,258.***.*** - 94,0.0,2017-02-19,"jardim thales machado, 5
vila da paz
15464507 pinto do galho / al",vila da paz,AL
João Vitor Aparecida,692.***.*** - 98,0.0,2010-04-04,"morro de nunes, 65
camponesa 2ª seção
31728903 machado / mg",camponesa 2ª seção,MG
Juan Porto,368.***.*** - 00,-1.0,2009-09-24,"recanto cassiano, 89
madre gertrudes
73082-254 teixeira do amparo / rn",madre gertrudes,RN
Cecilia Fernandes,305.***.*** - 83,0.0,2005-05-30,Desconhecido,flavio marques lisboa,MA
Dante Silveira,278.***.*** - 97,-1.0,2007-10-12,"via de garcia, 1
vila ipiranga
83971-188 jesus / es",vila ipiranga,ES
Laís Rocha,017.***.*** - 76,-1.0,2012-10-26,"ladeira de borges
vila santa rosa
55497-244 sá / ba",vila santa rosa,BA
Maya Rocha,348.***.*** - 57,0.0,2012-07-18,"quadra freitas, 87
jardim leblon
65913-365 montenegro / am",jardim leblon,AM
Sra. Mariah Machado,762.***.*** - 17,-1.0,2015-11-14,Desconhecido,são jorge 3ª seção,AC
Maria Isis Rios,791.***.*** - 41,0.0,2010-03-14,Endereço inválido,Desconhecido,Desconhecido
Maria Vitória Barros,984.***.*** - 73,0.0,2019-04-16,Desconhecido,vila sumaré,SP
Ayla Pacheco,508.***.*** - 68,0.0,2012-07-31,"lagoa de dias, 3
vila são francisco
13703-633 castro / mt",vila são francisco,MT
Aurora Sampaio,465.***.*** - 53,0.0,2016-03-07,Endereço inválido,Desconhecido,Desconhecido
Pietra Lima,715.***.*** - 16,-1.0,2012-09-08,"vila clara caldeira, 25
vila rica
78146-321 da costa / se",vila rica,SE
Guilherme Câmara,964.***.*** - 64,0.0,2013-05-17,"travessa de da cunha, 682
coqueiros
05960-587 rios / ro",coqueiros,RO
Léo Sá,953.***.*** - 19,0.0,2008-02-23,"largo leonardo sá, 36
vila da amizade
83129585 aparecida / am",vila da amizade,AM
Emanuella Rios,563.***.*** - 00,-1.0,2004-09-17,"campo erick moura, 9
araguaia
09594-234 camargo / ac",araguaia,AC
Maria Laura Barbosa,729.***.*** - 64,0.0,2008-07-05,"ladeira de pereira
monte são josé
99103-314 pastor / pr",monte são josé,PR
Eloah Cardoso,249.***.*** - 24,0.0,2018-05-20,"setor novaes, 17
conjunto lagoa
80736-021 albuquerque / sp",conjunto lagoa,SP
Mateus Castro,380.***.*** - 48,-1.0,2011-10-20,"parque de aparecida
minas caixa
39471-329 alves / sp",minas caixa,SP
Dr. Yuri Da Costa,964.***.*** - 60,0.0,2012-01-31,"jardim jesus, 28
marçola
00487098 brito de da cunha / am",marçola,AM
Sr. Murilo Carvalho,284.***.*** - 70,0.0,2018-01-04,"via da costa
xodo-marize
35059-778 ribeiro / ac",xodo-marize,AC
Maria Pacheco,947.***.*** - 00,0.0,2015-01-06,"condomínio nunes, 98
são jorge 1ª seção
91521519 fogaça grande / df",são jorge 1ª seção,DF
Luiz Henrique Pimenta,813.***.*** - 50,0.0,2018-02-11,"travessa moura, 15
jaqueline
79697980 silva do oeste / sc",jaqueline,SC
Maria Alice Da Paz,567.***.*** - 20,-1.0,2008-12-21,"colônia lunna farias
camponesa 1ª seção
85210191 cavalcanti / rn",camponesa 1ª seção,RN
Sr. Théo Sales,042.***.*** - 22,0.0,2018-07-29,"alameda pinto, 29
minas caixa
28415848 ribeiro / pe",minas caixa,PE
João Felipe Martins,703.***.*** - 48,-1.0,2014-12-14,"colônia ribeiro, 41
vila bandeirantes
14650912 costa do norte / rj",vila bandeirantes,RJ
Mirella Machado,163.***.*** - 55,-1.0,2015-12-26,Desconhecido,conjunto bonsucesso,PI
